log_budget,male_crew_count,male_cast_count,cast_count,crew_count,female_crew_count,people_in_dept_Editing,people_in_dept_Production,people_in_job_Producer,people_in_job_Casting,people_in_dept_Visual Effects,people_in_job_Editor,people_in_job_Art Direction,female_cast_count,Keywords_count,production_companies_count,count_of_tagline_words,people_in_job_Screenplay,have_collection,people_in_job_Production Design,people_in_job_Executive Producer,prodCountry_United States of America
17.034386382832476,6,12,23,9,3,2,2,2,0,0,2,0,9,16,4,4,2,0,0,0,1
17.216707939626428,16,16,30,26,7,1,9,6,0,0,1,0,12,7,6,7,2,0,1,3,1
17.72753356339242,24,10,19,32,1,1,21,3,1,0,1,1,1,13,5,6,2,1,1,11,1
15.89495209964411,0,3,4,3,0,0,2,0,0,0,0,0,0,4,2,8,0,0,0,1,0
15.319587954740548,5,5,13,6,0,0,1,1,0,0,0,0,2,10,1,6,0,1,0,0,1
15.60727002719233,8,11,20,19,8,2,7,4,3,0,2,1,6,5,1,8,1,0,1,0,1
15.89495209964411,2,6,11,3,0,0,0,0,0,0,0,0,5,15,3,18,0,0,0,0,1
15.89495209964411,5,5,16,18,0,1,4,2,0,0,1,0,0,3,1,17,0,0,0,0,0
18.197537192638155,12,12,25,20,3,1,8,5,0,0,1,0,9,4,5,13,2,0,1,3,1
15.89495209964411,3,6,15,11,3,1,3,1,1,0,1,0,5,7,3,0,0,0,1,0,0
16.951004773893423,20,23,42,58,4,4,14,5,2,0,1,1,9,12,5,9,1,0,1,6,1
15.687312734865866,31,23,45,112,7,7,23,1,1,2,1,0,12,32,2,10,1,0,1,8,1
16.523560759066484,9,12,20,13,2,1,7,3,2,0,1,0,4,6,3,4,0,0,1,2,1
14.508657738524219,8,15,34,43,5,2,12,2,1,0,1,1,6,25,4,15,1,0,1,0,0
19.11382792451231,18,12,22,31,4,2,12,4,1,2,2,0,5,6,7,2,3,1,1,6,1
15.89495209964411,8,18,29,15,1,1,7,2,1,0,1,1,6,7,3,15,0,0,1,4,0
18.469470908121796,19,10,14,144,4,9,10,6,3,27,3,2,2,5,4,7,1,0,1,0,1
17.50439001207821,6,28,38,10,0,0,0,0,0,1,0,1,9,6,3,11,2,0,1,0,1
16.811242831518264,9,27,54,16,3,1,6,2,1,0,1,1,14,4,2,4,0,0,1,2,1
15.89495209964411,4,5,6,13,3,2,5,4,1,0,2,0,1,4,3,0,0,0,1,0,1
16.588099280204055,3,7,8,9,0,1,4,1,0,0,1,0,0,9,3,7,1,0,0,3,1
17.72753356339242,18,19,39,71,5,5,7,3,2,7,2,2,5,2,3,6,0,0,1,0,1
16.012735135300492,3,1,4,5,0,0,1,1,0,0,0,0,1,1,0,6,0,0,0,0,0
15.89495209964411,11,7,17,26,7,1,7,3,1,0,1,1,7,5,1,18,1,0,1,2,1
15.89495209964411,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1
15.89495209964411,6,8,11,55,4,4,21,1,1,0,2,1,2,2,11,3,0,0,1,11,1
15.89495209964411,4,1,3,11,0,1,4,1,0,1,1,0,0,8,1,8,0,0,0,0,1
18.683045008419857,15,32,45,101,5,7,11,5,4,24,2,1,9,11,5,3,4,0,1,0,1
18.82614585206053,22,13,18,99,10,5,20,4,2,20,2,4,2,11,7,14,3,0,1,5,1
16.929025867174648,21,16,63,121,6,5,9,2,1,7,1,1,32,12,4,10,1,0,1,0,1
15.89495209964411,15,6,15,28,7,2,7,2,2,0,1,1,6,14,4,7,0,0,1,3,1
15.424948470398375,11,6,22,59,5,3,14,5,3,0,1,1,8,6,3,8,2,0,1,3,1
16.38045991542581,12,12,40,57,3,6,9,4,2,4,1,1,5,4,2,5,1,0,1,0,1
17.50439001207821,18,19,55,29,7,2,9,2,3,0,2,1,5,17,3,8,1,1,1,3,1
15.89495209964411,11,6,27,32,17,1,19,2,2,0,1,1,12,2,3,0,0,0,1,1,1
15.89495209964411,4,5,7,8,1,1,3,1,0,0,1,0,2,5,1,5,1,0,0,2,1
14.73180128983843,2,2,6,2,0,0,0,0,0,0,0,0,4,7,3,12,0,0,0,0,1
16.759949537130716,12,15,67,31,12,1,17,4,2,0,1,1,36,13,4,8,1,1,1,3,1
14.286633560477926,2,2,15,4,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0
15.89495209964411,0,0,4,3,0,1,0,0,0,0,1,0,0,7,0,0,0,0,0,0,1
18.358805340234277,1,3,8,45,1,4,3,1,1,6,1,0,0,2,3,0,0,0,1,0,0
14.077874822431765,3,13,19,13,0,1,3,1,0,0,1,0,2,5,2,7,2,0,0,1,1
17.50439001207821,21,8,12,48,4,2,6,2,2,7,1,2,4,11,2,13,0,1,0,0,1
16.38045991542581,19,6,15,122,10,9,14,4,2,5,1,1,4,15,2,12,1,0,1,0,1
17.50439001207821,11,6,10,17,0,2,6,2,0,0,2,1,2,1,3,4,1,0,1,4,1
17.034386382832476,29,18,72,61,8,3,19,6,1,3,1,1,15,11,1,6,3,0,1,7,1
16.38045991542581,10,15,29,27,1,2,4,1,1,1,2,0,2,8,1,5,1,1,1,1,1
2.0794415416798357,3,5,8,10,0,1,3,3,0,0,1,0,1,3,1,0,0,0,0,0,0
15.89495209964411,0,5,11,2,0,0,0,0,0,0,0,0,2,7,3,9,0,0,0,0,1
15.89495209964411,15,6,27,41,2,4,9,2,1,2,1,0,7,0,1,3,0,0,1,2,1
18.51599092375669,23,48,60,107,8,1,16,8,6,12,0,3,9,6,8,5,3,0,1,0,1
15.424948470398375,11,7,19,44,3,3,12,3,1,1,2,1,7,5,5,5,0,0,1,3,1
14.914122846632385,4,4,22,15,1,1,8,3,1,0,1,1,4,4,5,6,1,0,1,2,1
15.761420707019587,9,6,16,19,7,1,9,2,0,0,1,0,9,2,4,5,2,0,1,6,1
16.523560759066484,8,8,15,15,0,2,1,1,0,4,2,0,3,13,1,7,0,0,0,0,1
16.811242831518264,4,8,9,10,0,2,4,2,0,0,2,0,1,14,4,4,1,1,0,0,1
16.454567887579532,0,8,18,8,2,0,3,2,1,0,0,0,5,3,11,7,1,0,0,0,1
14.914122846632385,6,11,16,6,0,0,0,0,0,0,0,0,2,12,2,0,0,1,0,0,1
15.89495209964411,4,2,24,23,1,1,5,2,2,2,1,1,0,6,3,0,0,0,1,0,0
15.89495209964411,4,3,6,26,0,2,6,2,0,1,2,0,0,3,2,7,0,0,1,1,0
18.132998671500584,10,7,17,29,1,2,5,2,2,0,2,3,5,9,5,6,1,1,1,0,1
17.553180176247643,7,18,27,11,1,1,2,1,1,0,1,0,7,15,4,16,1,0,1,0,1
15.89495209964411,1,2,4,2,0,0,0,0,0,0,0,0,2,4,2,8,1,0,0,0,1
17.312018119430753,14,15,22,17,2,1,5,3,2,0,1,1,3,7,1,13,2,1,0,0,1
16.523560759066484,3,4,8,3,0,0,0,0,0,0,0,0,3,1,3,0,2,0,0,0,1
17.72753356339242,15,12,17,33,4,1,3,2,1,0,1,1,4,7,2,3,3,1,1,0,1
17.281246460764002,14,11,15,35,4,2,11,2,1,0,1,1,2,16,3,11,1,0,1,6,1
16.300417207752275,10,10,17,10,0,2,3,1,0,0,2,0,1,5,3,7,2,0,0,2,1
11.512925464970229,7,1,5,9,0,1,3,1,0,0,1,1,0,8,1,3,1,0,0,1,1
15.89495209964411,6,8,27,12,2,0,2,2,0,0,0,0,8,5,5,3,1,1,0,0,1
13.815510557964274,5,4,8,8,1,1,4,4,0,0,1,0,4,1,1,16,0,0,0,0,1
15.201804919084164,9,3,23,37,1,1,12,5,1,0,1,0,3,12,2,15,0,0,1,6,1
13.694472229587218,11,4,9,16,0,1,2,1,0,0,1,1,3,2,1,7,2,0,0,0,1
17.72753356339242,6,7,18,13,2,2,3,1,2,0,2,1,7,3,1,5,1,0,1,0,1
15.89495209964411,9,6,9,13,0,1,3,2,0,0,1,1,1,6,2,5,2,0,0,1,1
18.51599092375669,20,12,21,76,1,8,7,1,2,1,1,1,5,3,1,3,0,0,0,0,1
14.808762330974558,7,4,10,15,5,1,3,2,0,0,1,0,4,9,3,13,3,1,1,1,1
15.166177741441013,5,6,14,10,0,0,2,2,0,0,0,1,2,4,6,14,1,0,0,0,0
16.11809565095832,0,0,9,2,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0
17.80449460452855,13,8,18,27,6,5,6,2,1,0,2,1,2,8,3,6,1,0,1,1,1
13.122363377404328,1,3,5,2,0,0,0,0,0,0,0,0,2,0,0,5,1,0,0,0,0
15.60727002719233,10,4,10,18,0,0,2,2,0,0,0,0,1,3,2,0,2,0,0,0,1
16.300417207752275,7,5,47,14,2,1,9,3,0,0,1,0,13,2,3,0,1,0,0,4,1
18.82614585206053,21,84,113,137,7,6,18,4,2,9,1,3,14,27,6,4,2,1,1,2,1
16.489659207390805,4,13,33,7,1,1,3,3,0,0,1,0,3,4,1,7,1,1,0,0,0
17.216707939626428,11,6,17,22,5,1,8,2,1,0,1,1,8,10,3,4,2,0,1,4,1
15.89495209964411,1,4,5,2,0,0,0,0,0,0,0,0,1,5,2,0,0,0,0,0,1
15.89495209964411,4,4,10,15,8,1,4,3,1,0,1,1,4,1,3,6,0,0,1,0,1
18.82614585206053,50,18,60,76,23,6,14,3,4,4,1,2,13,11,3,4,0,1,1,5,1
15.89495209964411,3,4,8,3,0,0,1,1,0,0,0,0,4,8,1,15,1,0,0,0,1
15.201804919084164,9,8,13,21,6,1,3,1,1,0,1,1,4,0,1,9,2,0,1,0,1
16.18776797156743,0,1,9,19,0,1,5,2,1,0,1,0,2,4,2,4,1,0,2,0,0
15.89495209964411,9,7,21,30,10,1,19,12,1,0,1,1,11,5,4,10,0,0,1,5,1
15.89495209964411,0,2,10,2,2,0,0,0,0,0,0,0,4,0,3,9,0,0,0,0,0
16.811242831518264,0,8,22,3,0,0,0,0,0,0,0,0,6,2,1,8,0,0,0,0,0
12.779873068457553,9,10,26,14,0,2,3,3,0,0,1,1,4,13,1,11,1,1,0,0,1
17.80449460452855,16,21,38,24,5,3,10,7,3,0,3,0,6,11,1,8,2,1,1,0,1
16.811242831518264,13,28,96,84,6,5,9,5,2,6,2,2,17,12,4,4,0,0,1,0,1
16.99356438831222,9,6,8,16,4,1,5,3,1,0,1,0,2,7,1,10,1,0,1,1,1
15.671808548329901,2,2,16,19,0,1,2,1,1,0,1,1,1,4,2,0,1,0,1,0,0
0.0,18,20,36,20,0,2,3,1,1,0,2,1,2,10,2,36,1,0,1,0,1
15.60727002719233,10,6,16,38,6,4,11,6,1,0,1,1,4,11,8,3,2,0,1,3,1
16.523560759066484,3,5,7,3,0,0,0,0,0,0,0,0,2,1,2,9,0,0,0,0,1
15.89495209964411,3,6,26,6,0,0,2,1,0,0,0,0,4,4,3,0,1,0,0,1,0
15.89495209964411,4,14,21,4,0,0,0,0,0,0,0,0,3,11,1,10,2,0,0,0,1
14.602389855660546,0,2,6,3,0,1,0,0,0,0,1,0,1,3,1,0,0,0,0,0,0
15.89495209964411,2,0,5,10,0,0,7,4,0,0,0,0,0,4,1,12,0,0,0,3,1
15.761420707019587,5,5,13,14,7,1,7,1,1,0,1,0,5,10,1,7,0,0,1,5,0
17.893048001869992,16,12,18,58,1,5,10,1,0,5,1,0,4,16,3,6,3,1,1,1,1
16.09277784297403,25,15,32,80,7,6,27,4,2,1,1,1,5,6,4,6,0,0,1,9,1
16.38045991542581,8,6,18,22,5,1,6,2,1,0,1,1,6,21,3,6,0,0,1,2,1
16.99356438831222,4,8,11,5,1,0,0,0,0,0,0,0,3,15,4,13,0,0,0,0,1
16.64872390202049,14,4,14,51,3,2,14,4,3,2,1,0,4,4,3,8,2,0,1,4,1
15.89495209964411,0,3,12,11,3,4,3,2,0,0,4,0,1,1,1,8,0,0,0,0,1
15.89495209964411,3,1,6,11,1,2,5,2,1,0,1,0,1,4,3,13,0,0,0,1,1
15.89495209964411,7,4,18,15,1,1,5,3,0,0,1,0,0,1,2,6,1,0,1,2,1
17.72753356339242,4,8,14,5,0,1,0,0,0,0,1,0,2,8,4,0,2,0,0,0,1
11.925035115797062,0,4,12,4,0,1,0,0,0,0,1,0,1,2,2,5,0,0,0,0,1
15.89495209964411,3,6,19,8,2,1,1,0,1,0,1,0,5,13,3,8,0,0,1,0,0
18.29284737244248,15,37,68,45,7,2,14,3,5,4,2,2,7,15,5,10,2,0,1,1,1
17.24949776244942,14,16,35,32,5,3,19,4,1,0,1,0,4,9,8,5,0,0,1,6,0
15.201804919084164,1,19,31,3,0,0,0,0,0,0,0,0,9,9,1,8,1,0,0,0,1
15.89495209964411,1,10,15,2,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,0
15.89495209964411,0,4,8,4,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,1
17.72753356339242,5,5,11,10,0,1,4,2,0,0,1,0,4,6,2,17,1,0,0,2,1
16.523560759066484,7,2,7,14,2,1,4,2,1,0,1,0,3,1,3,5,0,0,1,1,0
17.399029496420383,7,11,15,16,3,2,5,2,1,0,2,1,3,21,3,5,2,0,1,2,1
15.89495209964411,1,6,15,2,0,0,1,1,0,0,0,0,3,4,1,0,0,0,0,0,1
17.72753356339242,16,8,20,85,4,6,9,4,1,9,2,1,9,3,2,14,1,0,1,2,1
15.89495209964411,11,13,16,17,2,2,7,1,1,0,2,0,1,6,2,9,0,1,1,3,1
16.38045991542581,9,6,13,26,3,1,5,4,1,0,1,0,5,3,4,1,1,0,1,0,1
15.856730886823913,10,8,14,55,3,3,12,5,1,2,1,1,4,11,11,7,1,0,1,0,1
19.11382792451231,9,17,35,24,4,1,10,7,0,2,1,1,16,7,5,7,1,1,0,2,1
17.858561825798823,27,9,11,35,1,1,13,5,2,5,1,0,1,10,7,3,3,1,1,6,1
17.034386382832476,17,11,16,56,1,5,15,7,1,5,2,1,2,22,6,6,1,0,1,7,1
15.89495209964411,0,0,5,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
15.89495209964411,8,12,16,10,0,1,2,1,1,0,1,0,2,1,4,13,3,1,0,0,1
15.89495209964411,1,0,4,3,0,0,1,1,0,0,0,0,2,0,2,0,1,0,0,0,0
16.811242831518264,5,12,13,6,0,2,1,1,0,0,2,0,1,13,1,3,0,0,0,0,1
15.424948470398375,5,6,16,9,2,1,3,3,0,0,1,0,7,17,5,9,1,1,0,0,1
15.89495209964411,9,12,23,59,1,2,12,1,1,3,1,2,4,4,6,4,3,0,1,2,0
15.89495209964411,9,4,6,11,0,1,2,1,1,0,1,0,1,4,2,11,0,0,0,0,1
17.4264284706085,7,6,10,11,2,2,2,1,0,2,2,0,4,6,2,8,2,0,0,1,1
15.89495209964411,0,1,3,1,1,0,0,0,0,0,0,0,1,5,1,9,0,0,0,0,1
17.034386382832476,4,7,14,4,0,0,2,1,0,0,0,0,5,5,4,17,0,0,0,1,1
17.72753356339242,26,12,16,107,5,6,15,3,1,2,2,1,4,5,7,3,2,0,1,2,1
15.89495209964411,10,14,17,13,0,1,2,1,1,0,1,0,2,8,2,6,2,0,1,0,1
16.300417207752275,13,8,114,30,8,1,9,4,2,0,1,1,38,6,4,8,2,1,1,3,1
16.811242831518264,11,9,15,19,2,1,4,2,1,0,1,2,1,9,2,14,4,0,1,1,1
15.89495209964411,5,13,35,36,1,0,1,0,1,4,0,0,3,4,3,9,2,0,0,0,1
16.300417207752275,13,8,24,17,0,1,3,2,0,0,1,1,3,3,1,0,1,0,0,0,0
16.811242831518264,10,10,22,20,1,1,9,2,1,0,1,0,5,3,6,5,1,0,1,5,1
15.89495209964411,2,0,1,3,0,0,0,0,0,0,0,0,0,5,8,0,2,0,0,0,0
19.0358663830426,13,16,38,14,1,1,3,1,0,0,1,0,2,16,2,6,1,1,0,2,1
15.89495209964411,3,8,12,4,0,0,0,0,0,0,0,0,2,5,1,8,0,0,0,0,1
18.420680743952367,17,8,15,38,8,1,11,2,1,0,1,1,5,14,3,8,2,0,1,3,1
16.588099280204055,10,4,16,18,5,1,8,5,2,0,1,0,6,7,2,13,1,0,1,0,1
19.33697147582652,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,3,0,1,0,0,1
17.24949776244942,11,10,17,21,3,4,2,1,1,0,4,3,4,3,2,5,1,0,1,0,1
16.077273656438063,3,18,42,4,0,0,0,0,0,0,0,0,5,5,3,0,1,0,0,0,1
15.89495209964411,8,17,41,43,2,3,8,4,2,3,1,1,12,2,3,4,1,0,1,0,1
15.89495209964411,2,3,5,2,0,0,0,0,0,0,0,0,1,0,1,8,1,0,0,0,0
15.068273526459642,1,1,2,4,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0
17.034386382832476,1,4,13,2,0,0,0,0,0,0,0,0,1,5,5,6,0,0,0,0,1
17.72753356339242,11,7,11,18,1,1,5,3,1,0,1,1,4,11,3,2,1,0,1,1,1
16.012735135300492,6,11,26,35,1,1,7,3,2,2,1,0,3,9,3,5,0,0,1,0,0
15.89495209964411,2,5,11,5,0,0,0,0,0,0,0,0,1,4,3,3,2,1,0,0,0
15.687312734865866,7,11,17,8,0,1,3,3,0,0,1,0,5,7,1,8,1,0,0,0,1
15.89495209964411,3,10,13,4,0,0,1,1,0,0,0,0,3,0,1,15,1,0,0,0,1
13.753635154246187,6,2,9,13,1,2,1,1,0,0,1,1,2,5,2,0,1,0,0,0,0
15.89495209964411,2,4,7,5,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1
15.89495209964411,2,2,11,2,0,0,0,0,0,0,0,0,2,31,5,7,0,1,0,0,0
15.424948470398375,6,8,19,12,0,2,3,1,0,1,2,0,4,16,1,7,3,1,0,1,1
15.89495209964411,13,11,15,23,0,1,3,1,1,2,1,0,4,8,1,14,2,1,1,0,1
15.761420707019587,2,6,13,2,0,0,0,0,0,0,0,0,4,1,4,0,1,0,0,0,1
15.89495209964411,2,4,21,15,0,1,4,2,2,0,1,1,2,6,8,0,1,0,0,0,0
15.424948470398375,0,6,10,6,0,0,2,2,0,0,0,0,3,3,4,4,0,0,0,0,1
17.50439001207821,21,8,16,77,5,3,15,3,1,1,1,1,5,7,3,10,1,1,1,1,1
19.08851011652802,27,26,46,108,2,4,14,4,3,7,2,5,4,2,6,5,3,0,1,5,1
15.89495209964411,2,6,10,9,1,0,4,2,2,0,0,0,2,1,1,3,0,0,0,0,0
15.424948470398375,10,20,37,16,1,1,5,1,1,0,1,1,1,12,1,12,0,0,1,3,0
17.14771506813948,20,15,21,50,4,1,14,5,1,1,1,0,5,5,5,8,4,1,1,8,1
11.871641324822503,0,0,16,9,2,1,3,3,0,0,1,0,0,0,3,0,0,0,0,0,0
17.858561825798823,28,16,22,124,5,2,19,3,2,12,1,2,2,25,2,12,3,0,1,5,1
18.909260758771037,22,19,23,127,11,8,13,4,2,9,2,2,3,11,9,4,2,0,1,5,1
17.50439001207821,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,7,0,1,0,0,1
15.89495209964411,2,8,10,3,0,0,0,0,0,0,0,0,2,5,2,17,1,0,0,0,1
15.89495209964411,6,4,16,16,0,1,4,4,0,0,1,1,2,4,2,0,1,0,0,0,0
15.89495209964411,1,4,45,10,0,1,4,4,0,0,1,0,2,1,1,0,0,0,1,0,0
14.22097566607244,0,5,11,13,2,1,5,3,2,0,1,0,4,0,1,0,0,0,1,0,1
13.232114241363448,8,10,16,11,0,1,1,1,0,0,1,1,5,2,1,13,0,0,0,0,1
15.89495209964411,9,17,29,30,2,2,5,1,3,0,1,1,12,3,5,8,0,0,1,0,1
19.008467408854486,3,17,82,14,4,0,4,1,1,2,0,0,14,9,3,5,1,0,0,2,1
14.508657738524219,9,6,12,27,1,2,9,2,1,1,1,0,2,12,3,3,0,0,0,4,1
15.89495209964411,3,0,4,17,0,5,7,3,0,0,5,0,4,3,0,0,1,1,0,4,1
16.588099280204055,3,6,13,13,1,1,5,2,0,0,1,1,3,15,3,0,1,0,1,2,0
17.37085861945369,2,6,12,2,0,0,0,0,0,0,0,0,5,1,2,16,0,0,0,0,1
18.420680743952367,19,28,46,30,3,2,15,6,1,0,2,1,1,5,11,8,3,0,1,4,1
15.89495209964411,5,1,2,12,3,1,2,2,0,0,1,0,1,0,2,6,0,0,2,0,1
17.599700191882537,15,8,19,26,1,5,2,1,1,0,5,0,1,20,2,8,2,1,1,0,1
16.38045991542581,10,8,18,13,1,1,3,1,1,0,1,1,3,3,1,20,0,0,1,1,1
17.50439001207821,4,6,8,5,0,0,0,0,0,0,0,0,2,2,1,0,3,0,0,0,1
17.055364789217666,2,5,7,2,0,0,0,0,0,0,0,0,1,4,3,11,1,0,0,0,1
15.89495209964411,6,4,6,10,0,1,1,1,0,0,1,0,2,0,1,8,0,0,1,0,1
16.64872390202049,3,17,49,3,0,0,0,0,0,0,0,0,13,3,4,0,0,0,0,0,1
15.89495209964411,5,3,8,20,2,1,10,2,2,0,1,1,3,5,7,0,1,0,1,4,0
16.38045991542581,1,4,8,3,0,0,0,0,0,0,0,0,0,2,0,3,1,0,0,0,1
15.89495209964411,4,0,11,17,0,1,12,4,0,0,1,0,0,5,2,0,0,0,0,4,1
14.77102200299171,9,4,36,21,0,1,3,1,1,0,1,1,1,7,2,9,2,0,2,1,0
17.72753356339242,16,7,28,41,4,3,10,2,1,0,1,1,16,7,1,3,1,0,1,3,1
15.89495209964411,16,9,14,19,2,1,7,1,1,0,1,1,5,4,2,15,4,0,1,3,1
15.89495209964411,2,5,27,4,0,0,1,1,0,0,0,0,7,1,1,0,0,1,0,0,0
19.33697147582652,9,24,49,27,5,3,5,3,1,0,1,6,17,8,2,3,1,1,1,1,1
16.759949537130716,14,14,32,20,3,1,6,2,2,0,1,1,7,23,2,3,3,1,1,2,1
16.213405830762646,4,4,14,14,0,2,4,1,1,0,2,0,4,0,1,0,2,0,1,0,0
13.592367006650065,5,1,8,30,0,4,6,2,0,0,2,0,0,12,2,6,0,0,1,1,0
17.034386382832476,6,8,15,8,1,1,3,1,0,0,1,0,5,4,2,8,1,1,0,2,1
15.89495209964411,9,11,23,69,5,5,7,2,2,4,1,3,4,3,3,0,1,0,1,0,1
14.914122846632385,5,5,14,12,3,1,5,2,1,0,1,1,7,13,3,5,0,0,1,0,0
17.909855120186375,14,10,22,19,1,1,13,6,2,0,1,0,7,5,5,10,1,0,1,4,1
18.197537192638155,26,13,22,111,6,7,17,3,2,4,2,2,2,13,1,3,2,1,1,9,1
15.250595083253597,1,1,6,7,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0
16.38045991542581,13,8,23,50,3,4,8,3,2,2,1,1,9,10,3,9,2,1,1,2,1
15.955576721460545,15,27,52,15,0,1,4,3,1,0,1,0,9,11,2,8,3,0,1,0,1
16.213405830762646,5,10,43,22,7,1,5,1,1,1,1,1,13,8,2,3,1,0,1,3,1
16.64872390202049,5,6,12,19,2,1,4,2,1,0,1,2,0,6,2,12,1,1,2,1,1
16.811242831518264,3,7,12,4,0,0,0,0,0,0,0,0,5,8,3,4,1,1,0,0,1
18.197537192638155,13,9,13,34,6,1,9,5,1,0,1,2,2,5,5,6,1,0,1,1,1
16.213405830762646,1,2,13,6,0,0,2,2,0,0,0,0,5,0,2,0,3,0,0,0,0
17.909855120186375,7,14,32,14,3,1,7,2,3,0,1,0,2,10,2,0,1,0,0,2,0
15.89495209964411,0,3,4,1,0,0,0,0,0,0,0,0,1,6,0,11,0,0,0,0,0
18.197537192638155,25,10,21,108,12,6,13,3,1,10,1,3,9,22,2,5,1,0,1,3,1
13.815510557964274,6,8,15,7,0,0,3,2,1,0,0,0,3,8,0,0,0,0,0,0,1
15.717618084361195,3,4,12,5,0,0,0,0,0,0,0,0,2,5,6,4,0,0,0,0,0
17.073607095985757,14,9,19,24,6,1,8,2,1,0,1,0,6,6,2,5,0,0,1,3,1
17.37085861945369,10,16,31,32,4,1,16,6,1,2,1,1,6,2,1,9,1,0,1,7,1
15.89495209964411,3,1,7,11,1,1,3,3,0,0,1,0,0,0,1,9,0,0,0,0,1
16.759949537130716,3,9,12,3,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,1
15.89495209964411,11,10,15,54,5,1,7,5,1,5,1,1,5,6,7,2,2,0,1,0,1
17.24949776244942,18,14,43,48,7,7,8,1,1,0,3,1,10,11,2,11,1,0,1,1,1
16.811242831518264,2,2,5,4,0,0,0,0,0,0,0,0,3,0,1,3,0,0,0,0,1
15.89495209964411,4,2,6,12,1,1,5,1,1,0,1,0,0,9,4,0,0,0,1,3,0
15.89495209964411,1,0,5,17,1,0,12,3,0,0,0,0,0,5,1,0,1,0,0,5,0
13.319573546692034,12,3,8,20,0,1,1,1,0,0,1,1,3,10,1,4,2,0,0,0,1
16.90655301132259,12,9,13,34,3,1,3,1,1,1,1,0,1,6,3,22,0,0,1,0,1
15.89495209964411,11,8,13,33,5,1,5,3,1,1,1,1,5,4,2,11,2,0,1,0,1
15.60727002719233,4,5,8,11,0,1,3,3,0,0,1,0,3,6,0,8,3,0,0,0,0
16.523560759066484,10,27,49,27,0,2,7,4,1,4,2,2,5,6,2,6,1,0,0,1,0
13.997832114758229,16,12,17,67,4,4,14,3,1,5,1,1,5,7,4,6,0,1,1,3,1
17.909855120186375,12,14,52,32,11,1,14,3,2,0,1,1,23,5,3,3,1,1,1,3,1
15.89495209964411,6,7,22,17,3,2,2,1,0,0,2,1,5,8,3,7,1,0,1,0,0
15.730666905336253,7,4,7,11,0,2,4,1,0,0,1,0,3,2,1,7,2,0,0,3,1
16.166885815127753,2,15,47,16,3,1,4,2,2,0,1,1,2,7,3,4,0,0,1,0,0
16.811242831518264,5,7,14,16,6,1,7,3,2,0,1,0,5,6,2,7,1,0,1,2,1
15.89495209964411,11,11,20,28,7,2,17,9,5,0,2,1,4,7,1,6,0,0,1,3,1
13.815510557964274,5,3,9,8,0,1,1,0,1,0,1,0,3,0,1,0,0,0,1,0,0
18.105969999112666,22,16,21,120,1,6,20,3,5,5,1,1,4,3,2,5,1,0,1,2,1
14.508657738524219,5,1,9,10,1,1,4,1,1,0,1,0,1,1,1,2,0,0,1,1,1
15.89495209964411,1,1,1,8,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,2,1
14.914122846632385,5,3,12,6,0,1,1,0,0,0,1,0,3,5,1,4,1,1,0,0,1
17.034386382832476,20,29,42,57,4,8,7,3,2,0,3,3,4,4,2,3,1,0,1,1,1
17.37085861945369,12,19,34,22,6,3,2,2,0,0,3,1,12,2,4,4,0,0,1,0,1
15.89495209964411,8,13,30,9,1,1,3,1,1,0,1,0,3,12,2,6,2,0,0,1,1
16.64872390202049,14,14,125,29,4,1,7,3,2,0,1,1,16,18,1,3,1,1,1,1,1
16.300417207752275,9,13,24,17,2,1,10,2,3,0,1,0,1,5,1,19,0,0,1,1,1
15.89495209964411,15,6,11,46,4,0,13,2,4,0,0,1,4,4,7,4,0,0,1,6,1
16.034714042019267,2,6,12,8,0,1,1,1,0,0,1,0,3,0,1,0,1,0,0,0,0
17.50439001207821,12,7,20,30,7,2,7,2,0,0,2,0,5,11,4,10,1,0,1,4,1
17.111347423968603,14,17,38,63,6,4,9,5,2,9,1,1,11,17,4,6,0,0,1,0,1
17.216707939626428,11,22,34,42,6,2,14,2,2,1,1,2,7,17,4,8,0,0,1,5,1
16.11809565095832,2,3,7,3,0,0,0,0,0,0,0,0,2,1,3,0,1,0,0,0,1
15.89495209964411,5,0,6,10,0,1,3,3,0,0,1,0,1,7,1,0,0,0,1,0,1
18.132998671500584,9,11,17,18,5,1,6,3,2,0,1,2,3,14,6,5,1,0,1,1,1
15.89495209964411,1,3,10,11,0,0,7,5,0,1,0,0,3,0,10,0,1,1,0,2,0
15.89495209964411,14,11,18,22,2,2,3,1,1,0,1,0,2,11,3,14,2,0,1,1,1
15.201804919084164,17,9,19,38,0,2,6,1,0,2,1,1,2,21,2,10,6,0,1,3,0
